EXAMPLE_ID,PREDICTED_SEQUENCE
igbt_0086_f80,MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0087_f60,SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST
igbt_0087_f80,MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0088_f60,MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1
igbt_0088_f80,DEPOSIT PASSIVATION|CURE PASSIVATION|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0089_f60,MEASURE FILM THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST
igbt_0089_f80,DEPOSIT PASSIVATION|CURE PASSIVATION|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0090_f60,ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST
igbt_0090_f80,MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0091_f60,SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1
igbt_0091_f80,MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0092_f60,CMP DIELECTRIC|MEASURE PLANARITY|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1
igbt_0092_f80,DEPOSIT PASSIVATION|CURE PASSIVATION|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0093_f60,SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST
igbt_0093_f80,DEPOSIT PASSIVATION|CURE PASSIVATION|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
igbt_0094_f60,SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|INSPECT PATTERN LEVEL 1|HARD BAKE|OXIDE ETCH DRY|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|SPIN COAT PHOTORESIST|SOFT BAKE
igbt_0094_f80,CURE PASSIVATION|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
